"lineage","country","date","N.S193I","N.R203K","N.G204R","ORF1a.M1769I","ORF1a.Q2034L","ORF1a.C3059G","ORF1b.P314L","ORF1b.P1821S","ORF3a.W128C","S.F157L","S.D614G","ORF3a.P240S","N.T166I","ORF1b.A1008T","ORF7a.T39I","ORF1a.T4065I","ORF8.A65V","ORF1a.P4337S","ORF1b.M1499I","ORF1a.K4176N","ORF1a.L681F","ORF1b.L966F","ORF1a.M3761I","ORF1a.L3594S","S.P1162S","ORF1a.E1340D","ORF3a.A110S","ORF1a.L3606F","ORF1b.P1223L","ORF1b.L629F","ORF1b.D1914G","ORF1a.A2828V","ORF8.Q27R","ORF1a.T346I","ORF1a.H388Y","ORF1a.D1940G","ORF1b.S2495L","S.D1199H","S.V11A","S.D80Y","ORF1a.T2859I","ORF7a.E92D","S.E1262D","N.T49I","ORF1a.V2779L","ORF1a.G4177R","ORF1b.G2510C","ORF7b.L4F","N.A55S","ORF1a.T1828I","ORF1a.Q4189H","S.L18F","ORF1a.V3595I","ORF1b.S997L","ORF8.E59Q"
"B.1.1.219","Poland","2020-12-10",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.1.219","Poland","2020-12-07",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"B.1.1.219","United Kingdom","2020-09-25",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.1.219","Switzerland","2020-11-19",0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"B.1.1.219","Switzerland","2020-12-14",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"B.1.1.219","Switzerland","2020-10-12",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"B.1.1.219","Switzerland","2020-10-12",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"B.1.1.219","Switzerland","2020-12-26",0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.1.219","Switzerland","2021-01-30",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"B.1.1.219","Switzerland","2021-02-05",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"B.1.1.219","Switzerland","2021-02-06",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"B.1.1.219","Switzerland","2021-01-14",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
