"lineage","country","date","N.S194L","ORF1a.L1748M","ORF1b.P314L","ORF1b.V2061L","ORF1b.V2564A","S.D614G","ORF1a.C357S","ORF1a.G894S","ORF1b.K1194N","ORF1b.T1774I","ORF1a.T4087I","ORF1a.N557T","ORF3a.E241D","ORF1a.P736S","ORF1a.D1600N","N.D103H","ORF1b.M2667I","ORF9b.P17L","ORF1a.T1022I","N.S193T","ORF1a.T2906I","ORF8.R115L","ORF1b.T67I","ORF1b.R1078L","ORF7a.T39I","ORF1b.A1225S","ORF8.A51V","S.A27V","ORF7a.Q94K","ORF1a.T2283I","ORF1a.T3598I","ORF1a.L27F","ORF1b.H1752R","ORF1b.A1895V","S.A1056V","ORF1a.A1380T","ORF1a.V1025A","ORF1a.L3606F","ORF1a.T1000I","ORF1b.M657I","ORF1a.G295C","ORF1a.P80H","ORF1a.S1515F","ORF1b.S1159T","ORF1b.L1701F"
"B.1.235","United Kingdom","2020-11-11",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-11",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-11",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-14",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-14",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-18",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-18",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-25",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-25",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-11-25",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"B.1.235","United Kingdom","2020-11-25",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"B.1.235","United Kingdom","2020-11-27",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-08-09",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"B.1.235","United Kingdom","2020-08-05",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"B.1.235","United Kingdom","2020-09-22",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-09-21",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-09-27",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.235","United Kingdom","2020-10-30",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
